,Publisher,Published,Total Citations,Average Citations,Top 3 Papers
903,Shiraz University of Medical Sciences,1,7.0,7.0,1. A comparison between peer-assisted learning and self-study for electrocardiography interpretation in Thai medical students (7.0 cites)
909,Slovnaft VURUP a.s,3,7.0,2.3333333333333335,"1. Average reservoir pressure determination from drawdown tests by the TDS technique (6.0 cites)
2. Optimum Conditions for the Catalytic Cracking of Palm Oil from Empty Fruit Bunch over Dolomite in a Continuous Reactor (1.0 cites)
3. An Overview of Coal Energy Sources and Supply in Thailand (0.0 cites)"
451,Impact Journals LLC,1,7.0,7.0,1. Exercise intervention prevents early aged hypertension-caused cardiac dysfunction through inhibition of cardiac fibrosis (7.0 cites)
1099,Xia and He Publishing Inc.,4,7.0,1.75,"1. Pharmacological therapeutics: Current trends for metabolic dysfunction-associated fatty liver disease (mafld) (7.0 cites)
2. Strategies to Prevent Mother-to-child Transmission of Hepatitis B Virus (0.0 cites)
3. Effects of Metformin on Prevention and Treatment of Biliary Tract Cancer: A Meta-analysis of Observational Studies (0.0 cites)"
1061,Urban and Partner,2,7.0,3.5,"1. Characterization of natural rubber as a bolus material for electron beam radiotherapy (4.0 cites)
2. Multi-institutional evaluation using the end-to-end test for implementation of dynamic techniques of radiation therapy in Thailand (3.0 cites)"
21,Academia Sinica,2,7.0,3.5,"1. Pattern of gonadal sex differentiation in the rice field frog hoplobatrachus rugulosus (Anura: Dicroglossidae) (4.0 cites)
2. Chronology of gonadal development in the malayan snail-eating turtle malayemys macrocephala (3.0 cites)"
449,Ibn Sina Trust,1,7.0,7.0,1. A narrative review of the literature on the reproductive health of female sex workers having age below twenty years (7.0 cites)
437,IEEE Electron Devices Society,1,7.0,7.0,1. Influence of PbS Quantum Dots-Doped TiO2 Nanotubes in TiO2 Film as an Electron Transport Layer for Enhanced Perovskite Solar Cell Performance (7.0 cites)
72,American Museum of Natural History,1,7.0,7.0,1. The Late Middle Miocene Mae Moh Basin of Northern Thailand: The Richest Neogene Assemblage of Carnivora from Southeast Asia and a Paleobiogeographic Analysis of Miocene Asian Carnivorans (7.0 cites)
1010,Universidad de Alicante,1,7.0,7.0,1. An approach to YouTubers' children in Thailand. The case of minors as specialists in toys Una aproximación a los niños Youtubers tailandeses. El caso de los menores como prescriptores de juguetes (7.0 cites)
470,Institute for Tourism,1,7.0,7.0,1. Foreign food consumption as an extraordinary experience: A comparative study on the perceived value of Japanese and Thai consumers (7.0 cites)
108,Asian Economic and Social Society,3,7.0,2.3333333333333335,"1. The different structure of sources of growth between the developed and the developing Asia and the Pacific countries (3.0 cites)
2. Hedging stocks in crises and market downturns with gold and bonds: Industry analysis (3.0 cites)
3. Organic agriculture: Farmers’ perception and adaptation in Northern Thailand (1.0 cites)"
168,Biophysical Society,1,7.0,7.0,1. Dynamics of Mechanically Coupled Hair-Cell Bundles of the Inner Ear (7.0 cites)
802,Pharmacotherapy Publications Inc.,1,7.0,7.0,1. Adjunctive Use of Cidofovir and Intravenous Immunoglobulin to Treat Invasive Adenoviral Disease in Solid Organ Transplant Recipients (7.0 cites)
808,Pleiades Publishing,3,7.0,2.3333333333333335,"1. Diversity and Antimicrobial Activity of Endophytic Actinomycetes Isolated from Plant Roots in Thailand (7.0 cites)
2. Influence of Salt Doping on the In Situ Synthesis of Zeolitic Imidazolate Framework-8 in Poly(diallyldimethylammonium chloride)/Poly(sodium-p-styrenesulfonate) Polyelectrolytes Complexes (0.0 cites)
3. Diversity of Plant Growth-Promoting Endophytic Bacteria, Genome Analysis of Strain Sx8-8 and Its Rice Germination Promoting Activity (0.0 cites)"
998,"Thieme Medical Publishers, Inc.",3,6.0,2.0,"1. Do-It-Yourself Microsuture from Human Hair for Basic Microsurgical Training (4.0 cites)
2. Gastrointestinal tract and accessory organs in the spotted bent-toed gecko, cyrtodactylus peguensis (boulenger, 1893): A histological and histochemical study (2.0 cites)
3. Comparative Analysis of Surgical Exposure among Endoscopic Endonasal Approaches to Petrosectomy: An Experimental Study in Cadavers (0.0 cites)"
224,Chinese Institute of Automation Engineers,1,6.0,6.0,1. Industrial internet of things implementation strategies with HCI for SME Adoption (6.0 cites)
793,Penerbit UTM Press,3,6.0,2.0,"1. Antidandruff potential of kaempheria galanga ethanolic extracts for hair cream formulation (3.0 cites)
2. ALKALI SILICA REACTION OF RECYCLED GLASS AGGREGATE MORTAR USING FLY ASH UNDER STEAM CURING (2.0 cites)
3. CRASH PREDICTION ON ROAD SEGMENTS USING MACHINE LEARNING METHODS (1.0 cites)"
835,"Quintessence Publishing Co., Ltd",2,6.0,3.0,"1. Oral health education improved oral health knowledge, attitudes, and plaque scores in Thai third-grade students: A randomised clinical trial (4.0 cites)
2. Grape Seed extract reduces active gelatinases using an Etch-and-Rinse mode universal adhesive (2.0 cites)"
486,Institute of Southeast Asian Studies,2,6.0,3.0,"1. The religious geography of thailand's malay southern provinces: Revisiting the impact of south asian and middle eastern transnational islamic movements (6.0 cites)
2. Between polygyny and monogamy: Marriages of the political elite and the Thai regime of images (0.0 cites)"
188,CEUR-WS,4,6.0,1.5,"1. Thai MOOC sustainability: Alternative credentials for digital age learners (3.0 cites)
2. Literature reviews on applying artificial intelligence/machine learning to software engineering research problems: Preliminary (3.0 cites)
3. Report on the 6th international workshop on quantitative approaches to software quality (QuASoQ 2018) (0.0 cites)"
929,Society of Petroleum Engineers,4,6.0,1.5,"1. Impact of natural gas exploration and production on mercury concentrations in surface sediment of the Gulf of Thailand (3.0 cites)
2. Alternative method for mercury detection using square wave anodic striping voltammetry (2.0 cites)
3. A straight line P/Z plot in multilayer tight gas reservoirs (1.0 cites)"
905,Sissa Medialab Srl,40,6.0,0.15,"1. Convolutional Neural Networks for Low Energy Gamma-Ray Air Shower Identification with HAWC (2.0 cites)
2. Characterizing γ-ray sources with HAL (HAWC Accelerated Likelihood) and 3ML (1.0 cites)
3. HAWC measurements of the energy spectra of cosmic ray protons, helium and heavy nuclei in the TeV range (1.0 cites)"
874,SPIE,16,6.0,0.375,"1. Growth and characterization of calcium-doped cesium iodide (CSI:Ca) optical crystals for radiation detection (2.0 cites)
2. Design, performance, and potential scientific applications of the evanescent wave coronagraph with an adjustable inner working angle (1.0 cites)
3. Numerical investigation of Au-silane functionalised optical fibre sensor for volatile organic compounds biomarker (VOCs) detection (1.0 cites)"
479,Institute of Mathematics,2,6.0,3.0,"1. Breathing modes, quartic nonlinearities and effective resonant systems (5.0 cites)
2. From Twistor-Particle Models to Massive Amplitudes (1.0 cites)"
1037,University of Chicago Press,2,6.0,3.0,"1. Dressed to impress: The effect of victim attire on helping behavior (5.0 cites)
2. Tools for an efficient witness deskilling science and devaluing labor at an agro-environmental research institute (1.0 cites)"
63,American Economic Association,1,6.0,6.0,1. Mass Atrocities and Their Prevention (6.0 cites)
1097,World Scientific and Engineering Academy and Society,4,6.0,1.5,"1. Self-identification resnet-arima forecasting model (5.0 cites)
2. A random forest with minority condensation and decision trees for class imbalanced problems (1.0 cites)
3. The Pricing Model of Rice: Evidence from Thailand (0.0 cites)"
1029,Universiti Sains Malaysia,3,6.0,2.0,"1. Occurrence of multidrug resistant (MDR) Campylobacter species isolated from retail chicken meats in Selangor, Malaysia and their associated risk factors (6.0 cites)
2. Genome analysis and plant growth promoting activity of Pseudonocardia strain DR1-2 from the root of Dendrobium christyanum Rchb.f. (0.0 cites)
3. Identification and characterization of plant growth-promoting properties of bacterial endophytes from selected Zingiberaceae plants (0.0 cites)"
220,China University of Geosciences,1,6.0,6.0,"1. Petrochemistry and Zircon U-Pb Geochronology of Felsic Xenoliths in Late Cenozoic Gem-Related Basalt from Bo Phloi Gem Field, Kanchanaburi, Western Thailand (6.0 cites)"
743,National Institute of Health,4,6.0,1.5,"1. Short-term efficacy and safety of adding Ezetimibe to current regimen of lipid-lowering drugs in human immunodeficiency virus-infected Thai patients treated with protease inhibitors (2.0 cites)
2. A quicker tzanck smear with methylene blue stain for diagnosis of herpesvirus skin infections: A comparative study of giemsa stain (2.0 cites)
3. Genetic Diversity of Plasmodium vivax Merozoite Surface Protein-3 Alpha and Beta from Diverse Geographic Areas of Thailand (2.0 cites)"
253,Conscientia Beam,1,6.0,6.0,1. The influence of entrepreneurial self-efficacy and innovation on firm performance: Evidence from thai startup firms (6.0 cites)
648,Korean Society of Critical Care Medicine,1,6.0,6.0,"1. Critical care management of pulmonary arterial hypertension in pregnancy: The pre-, peri: The postpartum stages (6.0 cites)"
670,Kowsar Medical Institute,2,6.0,3.0,"1. Intestinal parasites associated with opportunistic coccidial infections among immunocompromised individuals in central iran: A cross sectional study (4.0 cites)
2. Anatomical variations of accessory bands in semitendinosus and gracilis tendons among the Asian population (2.0 cites)"
702,Mammalogical Society of Japan,2,6.0,3.0,"1. The first record of dizygotic twins in semi-wild stump-tailed macaques (Macaca arctoides) tested using microsatellite markers and the occurrence of supernumerary nipples (3.0 cites)
2. Tooth Morphology and Enamel Microstructure of the Lesser Bamboo Rat (Cannomys badius) (3.0 cites)"
703,Mapping Sciences Institute Australia,1,6.0,6.0,1. Improving the accuracy of real-time precipitable water vapour using country-wide meteorological model with precise point positioning in Thailand (6.0 cites)
403,"Gheorghe Asachi Technical University of Iasi, Romania",2,6.0,3.0,"1. Heuristics for noise-safe job-rotation problems considering learning-forgetting and boredom-induced job dissatisfaction effects (6.0 cites)
2. Emission intensity and abatement cost of fossil fuel power plants in Thailand (0.0 cites)"
750,National University of Singapore,1,6.0,6.0,1. Explicit teaching of hedges: Bringing hedging in academic writing into the thai EFL classroom (6.0 cites)
394,Genetics Society of Japan,1,6.0,6.0,"1. The CENP-B box, a nucleotide motif involved in centromere formation, has multiple origins in new world monkeys (6.0 cites)"
629,Korean Journal of Parasitology and Tropical Medicine,1,6.0,6.0,1. Unraveling haplotype diversity of the apical membrane antigen-1 gene in Plasmodium falciparum populations in Thailand (6.0 cites)
584,Journal of Applied Science and Engineering,2,6.0,3.0,"1. Statistical experimental design for carbon dioxide capture in circulating fluidized bed using computational fluid dynamics simulation: Effect of operating parameters (6.0 cites)
2. Effect of tilt angle, gap distance and height on velocity profile volume of single and twin jet fan system using 2k factorial experiment analysis (0.0 cites)"
590,Journal of Visualized Experiments,3,6.0,2.0,"1. Small-scale plasma membrane preparation for the analysis of candida albicans cdr1-mgfphis (4.0 cites)
2. Covalent Labeling with Diethylpyrocarbonate for Studying Protein Higher-Order Structure by Mass Spectrometry (2.0 cites)
3. In vitro induction of human dental pulp stem cells toward pancreatic lineages (0.0 cites)"
601,Khon Kaen University,8,6.0,0.75,"1. Multilingual landscapes on Thailand’s borders (3.0 cites)
2. Factors Associated with Tourism Growth and Travelers’ Motivations: The Case of Savannakhet Province, Lao PDR (1.0 cites)
3. The Development of Tea Planting and Tea Culture Tourism in Thai Nguyen, Vietnam (1.0 cites)"
570,Japanese Association for Oral Biology,1,6.0,6.0,1. Drinking green tea alleviates alveolar bone resorption in ligature-induced periodontitis in mice (6.0 cites)
400,Geologists' Association,1,6.0,6.0,1. A new section of Lower Palaeozoic rocks in Kayin State (Southeast Myanmar) (6.0 cites)
1087,Wolters Kluwer Health Inc,2,6.0,3.0,"1. No Difference in Pain After Spine Surgery with Local Wound Filtration of Morphine and Ketorolac: A Randomized Controlled Trial (6.0 cites)
2. CORR Insights®: Is Hip Medial Ultrasound More Accurate Than Radiography for Determining the Status of Hip Reduction in Children Treated with a Spica Cast? A Retrospective Diagnostic Accuracy Study (0.0 cites)"
